t,o,h,l,c,v
1728669600,62881.1,62945.1,62678.2,62877,7433194
1728673200,62884.4,63386,62779.1,63053.2,15504751
1728676800,63053.2,63055.2,62880,62953.4,3333417
1728680400,62953.4,63139,62709.7,62800.1,4227428
1728684000,62800.1,62878.4,62341.2,62420,7223049
1728687600,62420,62641.1,62306.6,62493.9,7718644
1728691200,62496,62888,62447.8,62790,6392198
1728694800,62795.5,63036.2,62660,62699.8,6671041
1728698400,62699.9,62729.9,62489,62529.4,2459230
1728702000,62526.9,62602.9,62465.2,62538.9,2734859
1728705600,62538.8,62729.9,62538.8,62562.7,4673511
1728709200,62562.7,62770.3,62550.6,62745.3,1410840
1728712800,62745.3,62747.9,62640.2,62654.1,1155682
1728716400,62654,62749,62620,62732.4,1634348
1728720000,62732.5,62756.7,62666.1,62689.2,1548045
1728723600,62689.2,62815.4,62644,62810.4,1684975
1728727200,62810.4,63026.1,62776.7,63009.6,5154254
1728730800,63009.7,63235.9,62865.4,62905.7,7760157
1728734400,62905.6,63030.1,62777.5,63012.3,4455730
1728738000,63012.2,63135.9,62920.7,63027.6,3408892
1728741600,63027.5,63356.8,62965.1,63184,7883611
1728745200,63184,63446.4,62996.6,63113.5,11407976
1728748800,63113.5,63350,63020.5,63020.6,5384908
1728752400,63020.6,63224.8,63000,63061.6,2541158
1728756000,63061.6,63143.2,62846.1,62894.9,4125803
1728759600,62894.9,63037,62863.8,62957.8,2430830
1728763200,62957.9,63073.6,62957.8,62996.5,1225390
1728766800,62996.5,63186.3,62996.5,63170.6,1658802
1728770400,63170.6,63292.7,63086.9,63256.6,2058728
1728774000,63256.2,63333,63138.1,63172.5,1604825
1728777600,63172.5,63249.6,63009.6,63144.9,2107515
1728781200,63144.9,63145.7,62774.3,62846.2,6021462
1728784800,62846.2,62892.9,62650.5,62832.7,3850435
1728788400,62832.6,62863.1,62616,62689.2,3294618
1728792000,62689.2,62835.6,62680.7,62792.4,1835749
1728795600,62792.4,62936.2,62786.1,62824.9,1545420
1728799200,62824.9,62964.2,62824.9,62837.1,1563262
1728802800,62837,62888.7,62698.8,62822.3,2493073
1728806400,62823.5,62940,62768,62784.1,2221193
1728810000,62784.1,62846.2,62734.8,62804,1304813
1728813600,62804,62807.5,62666,62678.4,2196625
1728817200,62678.4,62757.8,62500,62536.5,5317895
1728820800,62536.5,62710.6,62524,62640.6,2533356
1728824400,62640.6,62800,62594,62632.5,2994803
1728828000,62632.4,62645.9,62170.2,62220.1,8127947
1728831600,62220.2,62328.7,62013.3,62196.1,9658168
1728835200,62195.4,62712.9,62147,62586.2,8095019
1728838800,62586.6,62879.2,62373.5,62486.5,7648604
1728842400,62486.5,62590.3,62269,62379.2,4056224
1728846000,62379.3,62738.3,62379.3,62698.7,3431433
1728849600,62698.8,62730.7,62568.3,62725.2,1699502
1728853200,62725.3,62999,62640,62856.5,4376023
1728856800,62856.5,63107.8,62688.4,62809.9,5659312
1728860400,62809.9,62873.2,62572.5,62838,4209234
1728864000,62838.1,62871.9,62415.7,62485.5,5138655
1728867600,62478.6,62802.6,62470.9,62594.3,4049679
1728871200,62594.3,62632.5,62433.8,62586.4,2369725
1728874800,62581.7,64370.9,62578.9,64271,26761899
1728878400,64271.1,64516.8,64074.9,64121.7,20993412
1728882000,64121.8,64147.2,63752.8,63916,10871369
1728885600,63916,64214.5,63769.6,64072.9,7135201
1728889200,64071.8,64701,64000.2,64587.1,13195783
1728892800,64587.1,64835,64350,64400.5,10957489
1728896400,64400.5,64926.1,64301.7,64780.8,8933928
1728900000,64780.7,64972,64670.9,64828.7,7389654
1728903600,64828.6,65139.9,64766.2,64883.5,6645868
